epoch,domain,sample_index,pc1,pc2
0,source,48,0.7788699269294739,0.23186635971069336
0,source,49,0.8772434592247009,0.2516576051712036
0,source,50,0.9014374613761902,0.3205530643463135
0,source,51,0.8220915198326111,0.29334986209869385
0,source,52,0.7175241112709045,0.3379793167114258
0,source,53,0.7293280959129333,0.31306540966033936
0,source,54,0.5377876162528992,0.3509671688079834
0,source,55,0.5813437104225159,0.43247151374816895
0,source,56,0.4553537964820862,0.08602237701416016
0,source,57,0.6665566563606262,0.08710837364196777
0,source,58,0.6605353951454163,0.07320666313171387
0,source,59,0.8054699301719666,0.03782296180725098
0,source,60,0.8014455437660217,-0.11176753044128418
0,source,61,0.8640350699424744,-0.1868799924850464
0,source,62,1.0075030326843262,-0.36801576614379883
0,source,63,0.989468514919281,-0.3192189931869507
0,target,0,-1.2832454442977905,0.7263474464416504
0,target,1,-1.4688036441802979,-0.08946990966796875
0,target,2,-0.6834118962287903,-0.8328337669372559
0,target,3,-0.892733097076416,-0.714984118938446
0,target,4,-0.4585005044937134,-0.24936175346374512
0,target,5,-0.5611826181411743,-0.2619481086730957
0,target,6,-0.6310840249061584,-0.7951609492301941
0,target,7,-0.6554974317550659,-1.1386852264404297
0,target,8,-0.5617632865905762,-1.062085747718811
0,target,9,-0.932418942451477,0.0467989444732666
0,target,10,-0.7472237348556519,-0.29789257049560547
0,target,11,-0.990853488445282,-0.7094932198524475
0,target,12,-0.7107000350952148,-0.7552436590194702
0,target,13,-0.54599529504776,-0.09385991096496582
0,target,14,-0.5718544125556946,0.17263078689575195
0,target,15,-0.29205673933029175,-0.5005192756652832
0,target,16,-0.5003933906555176,0.08988010883331299
0,target,17,-0.4544834494590759,-0.12815749645233154
0,target,18,-0.5019055008888245,-0.8937869071960449
0,target,19,-0.9221629500389099,-0.7148515582084656
0,target,20,-0.6457985043525696,-1.0778205394744873
0,target,21,-0.4407464861869812,-1.3257639408111572
0,target,22,-0.9073904156684875,-0.5440191030502319
0,target,23,-0.9564021825790405,-0.22701871395111084
0,target,24,-0.8817551732063293,-0.7733352780342102
0,target,25,-0.9754607677459717,-0.19320738315582275
0,target,26,-1.1354334354400635,-0.6074606776237488
0,target,27,-0.9411705732345581,-0.49893879890441895
0,target,28,-0.634467363357544,-0.3906064033508301
0,target,29,-0.6853657364845276,0.38397717475891113
0,target,30,-0.14241254329681396,0.06523120403289795
0,target,31,-0.8487300872802734,-0.8685294389724731
0,target,32,-0.775560200214386,-0.7000466585159302
0,target,33,-0.291799932718277,-1.405752420425415
0,target,34,-0.38051116466522217,-0.8321114778518677
0,target,35,-0.3369213938713074,-1.1623810529708862
0,target,36,-0.6384903192520142,-0.9650243520736694
0,target,37,-0.46227845549583435,-1.182264804840088
0,target,38,-0.5728614330291748,-1.188249945640564
0,target,39,-0.5286844372749329,-0.9974504709243774
0,target,40,-1.1299655437469482,-0.018918156623840332
0,target,41,-0.9942964315414429,0.5393533706665039
0,target,42,-0.32809457182884216,-0.6662615537643433
0,target,43,-0.0951043963432312,-0.3913257122039795
0,target,44,-0.09323132038116455,-0.6531646847724915
0,target,45,-0.16429045796394348,-0.6225659251213074
0,target,46,-1.2317683696746826,1.020498514175415
0,target,47,-1.0563195943832397,0.9941747188568115
0,target,48,-1.3471883535385132,1.1398861408233643
0,target,49,-1.2268397808074951,1.0540058612823486
0,target,50,-1.330690860748291,1.108530044555664
0,target,51,-0.8810980319976807,0.45946526527404785
0,target,52,-0.9675502181053162,0.8422701358795166
0,target,53,-1.2811906337738037,0.689502477645874
0,target,54,-1.062777042388916,-0.05124664306640625
0,target,55,-1.1079859733581543,0.5855264663696289
0,target,56,-1.407202959060669,1.1734035015106201
0,target,57,-1.160815715789795,1.1101524829864502
0,target,58,-1.2184760570526123,0.990556001663208
0,target,59,-1.2487682104110718,1.0999398231506348
0,target,60,-1.1061078310012817,1.079810619354248
0,target,61,-1.25446355342865,1.2622745037078857
0,target,62,-0.6113165020942688,1.1695048809051514
0,target,63,-1.1294195652008057,1.230614423751831
1,source,0,0.5157261490821838,-2.0995540618896484
1,source,1,0.613117516040802,-2.239989995956421
1,source,2,0.693775475025177,-2.274746894836426
1,source,3,0.8518555760383606,-2.2999258041381836
1,source,4,0.7700353264808655,-2.164485454559326
1,source,5,0.8615546822547913,-2.179786443710327
1,source,6,0.9638199210166931,-2.0903520584106445
1,source,7,0.9431348443031311,-2.1066620349884033
1,source,8,1.1355860233306885,-2.241164207458496
1,source,9,1.384617805480957,-2.3382692337036133
1,source,10,1.4720845222473145,-2.4041635990142822
1,source,11,1.2078361511230469,-2.2952394485473633
1,source,12,0.9300945401191711,-2.1625096797943115
1,source,13,0.8141371607780457,-2.215740442276001
1,source,14,1.0118224620819092,-2.280449867248535
1,source,15,1.1665465831756592,-2.36378812789917
1,source,16,1.1860556602478027,-2.282346487045288
1,source,17,1.193903923034668,-2.3236708641052246
1,source,18,1.0332472324371338,-2.330052137374878
1,source,19,1.1769509315490723,-2.296220302581787
1,source,20,1.2708008289337158,-2.213963508605957
1,source,21,1.0761234760284424,-2.2376291751861572
1,source,22,1.1164650917053223,-2.3387346267700195
1,source,23,1.07254958152771,-2.4810895919799805
1,source,24,1.1293787956237793,-2.578544855117798
1,source,25,0.9061593413352966,-2.3988442420959473
1,source,26,0.910114586353302,-2.4637866020202637
1,source,27,1.0802075862884521,-2.6302053928375244
1,source,28,0.9796727299690247,-2.542362689971924
1,source,29,1.1292979717254639,-2.582693338394165
1,source,30,1.0532586574554443,-2.4444432258605957
1,source,31,0.9798950552940369,-2.4314277172088623
1,source,32,0.8987886309623718,-2.3255107402801514
1,source,33,0.9541733860969543,-2.469691753387451
1,source,34,0.9301206469535828,-2.3683199882507324
1,source,35,0.940006673336029,-2.4681785106658936
1,source,36,1.0168004035949707,-2.5617055892944336
1,source,37,1.108966588973999,-2.563868284225464
1,source,38,1.1512222290039062,-2.678378105163574
1,source,39,1.3183605670928955,-2.681835889816284
1,source,40,1.1361489295959473,-2.638331890106201
1,source,41,1.2341327667236328,-2.6822080612182617
1,source,42,1.4346237182617188,-2.737637758255005
1,source,43,1.0918278694152832,-2.695202112197876
1,source,44,1.2526586055755615,-2.55734920501709
1,source,45,1.3454747200012207,-2.514676570892334
1,source,46,1.2113497257232666,-2.508706569671631
1,source,47,1.0723683834075928,-2.4180967807769775
1,source,48,1.1237218379974365,-2.3912718296051025
1,source,49,1.0198719501495361,-2.3018617630004883
1,source,50,0.9762809872627258,-2.257966995239258
1,source,51,0.8951554894447327,-2.166555166244507
1,source,52,0.8219037652015686,-2.1168558597564697
1,source,53,0.8737805485725403,-2.1588938236236572
1,source,54,0.6403788924217224,-2.1748175621032715
1,source,55,0.6260709166526794,-2.163353443145752
1,source,56,0.7286974787712097,-2.3520658016204834
1,source,57,0.8773005604743958,-2.4747397899627686
1,source,58,0.8408706784248352,-2.379221200942993
1,source,59,0.9153884053230286,-2.3738222122192383
1,source,60,0.9637836813926697,-2.4394145011901855
1,source,61,1.1707336902618408,-2.3758416175842285
1,source,62,1.5745296478271484,-2.5193166732788086
1,source,63,1.687140703201294,-2.6260828971862793
1,target,0,-0.6129040122032166,-1.6763617992401123
1,target,1,-0.49283671379089355,-2.5217068195343018
1,target,2,-0.11616802215576172,-2.956453800201416
1,target,3,-0.001969456672668457,-2.3914456367492676
1,target,4,-0.2908889949321747,-2.483350992202759
1,target,5,-0.42663639783859253,-2.6205227375030518
1,target,6,-0.30819180607795715,-2.8596646785736084
1,target,7,-0.07820719480514526,-2.875936985015869
1,target,8,0.0011653304100036621,-3.1142520904541016
1,target,9,-0.3774736821651459,-2.029780626296997
1,target,10,-0.20635578036308289,-2.1842710971832275
1,target,11,-0.3807912766933441,-2.5962250232696533
1,target,12,-0.05485820770263672,-2.351367950439453
1,target,13,-0.266497939825058,-2.408590078353882
1,target,14,-0.4428636431694031,-2.504392385482788
1,target,15,-0.24910381436347961,-2.4103057384490967
1,target,16,-0.10627889633178711,-2.2852942943573
1,target,17,-0.25639963150024414,-2.5893919467926025
1,target,18,-0.23193839192390442,-2.6614089012145996
1,target,19,-0.4210859537124634,-2.5531105995178223
1,target,20,-0.3971744179725647,-2.675649642944336
1,target,21,-0.19045963883399963,-2.8148980140686035
1,target,22,-0.5103864669799805,-2.561908721923828
1,target,23,-0.30294767022132874,-2.5417556762695312
1,target,24,-0.46157294511795044,-2.561396598815918
1,target,25,-0.3897276520729065,-2.575448989868164
1,target,26,-0.17546141147613525,-1.7987418174743652
1,target,27,-0.18487811088562012,-2.5189266204833984
1,target,28,-0.23717492818832397,-2.3695859909057617
1,target,29,-0.06020236015319824,-2.44889760017395
1,target,30,-0.09532594680786133,-2.318556308746338
1,target,31,0.24625426530838013,-3.0145084857940674
1,target,32,0.015879690647125244,-2.6849770545959473
1,target,33,0.11147940158843994,-2.8402161598205566
1,target,34,0.33561140298843384,-2.46640682220459
1,target,35,-0.13413399457931519,-2.220647096633911
1,target,36,0.055172085762023926,-3.0474143028259277
1,target,37,-0.06576758623123169,-2.2360827922821045
1,target,38,-0.05925798416137695,-2.543881893157959
1,target,39,-0.30072730779647827,-2.8097405433654785
1,target,40,-0.44173914194107056,-2.213604211807251
1,target,41,-0.3660638630390167,-2.199838399887085
1,target,42,0.4925016760826111,-2.84883451461792
1,target,43,0.4520874619483948,-2.260047435760498
1,target,44,0.6385720372200012,-2.9182701110839844
1,target,45,0.26069819927215576,-2.655073881149292
1,target,46,-0.3882748484611511,-1.2880240678787231
1,target,47,-0.11784863471984863,-1.4325982332229614
1,target,48,-0.3207014501094818,-1.3877233266830444
1,target,49,-0.4454996883869171,-1.0363233089447021
1,target,50,-0.572680652141571,-2.0246193408966064
1,target,51,-0.048961520195007324,-2.2404744625091553
1,target,52,-0.4604773223400116,-2.0661935806274414
1,target,53,-0.35749703645706177,-2.1178739070892334
1,target,54,-0.14775535464286804,-2.3453731536865234
1,target,55,-0.4247255027294159,-1.9740865230560303
1,target,56,-0.3119312822818756,-1.5409315824508667
1,target,57,-0.32423147559165955,-2.1307742595672607
1,target,58,-0.35291144251823425,-1.9619089365005493
1,target,59,-0.42248445749282837,-1.7850995063781738
1,target,60,-0.3664138615131378,-1.729888677597046
1,target,61,-0.310761421918869,-1.806447982788086
1,target,62,-0.21476560831069946,-1.767045497894287
1,target,63,-0.26528674364089966,-1.6379090547561646
2,source,0,0.48157447576522827,-1.9847720861434937
2,source,1,0.6983985304832458,-1.9774281978607178
2,source,2,0.8647869229316711,-2.0226426124572754
2,source,3,0.9771679043769836,-1.9598486423492432
2,source,4,0.8075835108757019,-1.9345192909240723
2,source,5,0.8408761620521545,-1.8936104774475098
2,source,6,1.1114294528961182,-1.85456383228302
2,source,7,1.0335814952850342,-1.8111106157302856
2,source,8,0.9500288367271423,-2.10626482963562
2,source,9,1.4458649158477783,-2.1911182403564453
2,source,10,1.730766773223877,-2.3111016750335693
2,source,11,1.431891679763794,-2.189828634262085
2,source,12,0.8180646300315857,-2.211059093475342
2,source,13,0.67118901014328,-2.1123287677764893
2,source,14,1.183901309967041,-2.414398670196533
2,source,15,1.1678576469421387,-2.3736162185668945
2,source,16,1.1695277690887451,-2.217804431915283
2,source,17,1.1037533283233643,-2.296132802963257
2,source,18,1.058800220489502,-2.3182544708251953
2,source,19,1.2727000713348389,-2.3496198654174805
2,source,20,1.24155592918396,-2.1691794395446777
2,source,21,1.3568317890167236,-2.2613866329193115
2,source,22,1.219175100326538,-2.424274206161499
2,source,23,1.151111125946045,-2.515162706375122
2,source,24,1.276137351989746,-2.6202940940856934
2,source,25,0.7418978810310364,-2.4881081581115723
2,source,26,0.8434322476387024,-2.5497183799743652
2,source,27,1.1385512351989746,-2.73362398147583
2,source,28,1.0409069061279297,-2.712728500366211
2,source,29,0.976841390132904,-2.6310811042785645
2,source,30,1.0387945175170898,-2.3822691440582275
2,source,31,0.9457579255104065,-2.2496984004974365
2,source,32,0.829563319683075,-2.1771082878112793
2,source,33,0.865696370601654,-2.2651617527008057
2,source,34,0.869956910610199,-2.2413463592529297
2,source,35,0.8572543263435364,-2.3169944286346436
2,source,36,0.9852870106697083,-2.414973497390747
2,source,37,0.9806599020957947,-2.4236502647399902
2,source,38,1.030642032623291,-2.4201841354370117
2,source,39,1.1198835372924805,-2.433953285217285
2,source,40,0.9114347100257874,-2.3035166263580322
2,source,41,1.2719244956970215,-2.405792713165283
2,source,42,1.491640567779541,-2.448650360107422
2,source,43,1.2662322521209717,-2.4368250370025635
2,source,44,1.6029503345489502,-2.3504481315612793
2,source,45,1.5780327320098877,-2.287768840789795
2,source,46,1.3805453777313232,-2.2856192588806152
2,source,47,1.1862447261810303,-2.111377239227295
2,source,48,1.1561315059661865,-2.2427027225494385
2,source,49,0.90668123960495,-2.2706363201141357
2,source,50,0.7590616345405579,-2.132192850112915
2,source,51,0.7278243899345398,-2.005186080932617
2,source,52,0.674268901348114,-1.9247469902038574
2,source,53,0.7331331372261047,-1.810838222503662
2,source,54,0.4902661442756653,-2.051062822341919
2,source,55,0.5676823258399963,-1.9780330657958984
2,source,56,0.6236723065376282,-2.1216986179351807
2,source,57,0.7274327874183655,-2.2883400917053223
2,source,58,0.7345127463340759,-2.2874484062194824
2,source,59,0.8576340079307556,-2.294086456298828
2,source,60,0.9513446688652039,-2.417529344558716
2,source,61,1.0673983097076416,-2.40710186958313
2,source,62,1.5052886009216309,-2.7260773181915283
2,source,63,1.567472219467163,-2.7505760192871094
2,target,0,-0.40810614824295044,-1.611114740371704
2,target,1,-0.5481370687484741,-2.684206008911133
2,target,2,-0.003578782081604004,-3.0506505966186523
2,target,3,-0.17885038256645203,-2.196721076965332
2,target,4,-0.07274746894836426,-2.4707584381103516
2,target,5,-0.3318786919116974,-2.7309751510620117
2,target,6,-0.05143648386001587,-2.9275479316711426
2,target,7,0.236181378364563,-2.549466133117676
2,target,8,0.4489167332649231,-2.77180814743042
2,target,9,0.032498717308044434,-1.8416367769241333
2,target,10,0.1183895468711853,-1.900395393371582
2,target,11,0.2362702488899231,-2.620325803756714
2,target,12,0.03830021619796753,-2.3849215507507324
2,target,13,-0.15176019072532654,-2.030388832092285
2,target,14,-0.12545019388198853,-2.3059608936309814
2,target,15,0.3452754616737366,-2.4558606147766113
2,target,16,0.316534161567688,-2.5429959297180176
2,target,17,-0.029133200645446777,-2.385737419128418
2,target,18,-0.2337302267551422,-2.5315566062927246
2,target,19,-0.5970807075500488,-2.0771067142486572
2,target,20,-0.4086992144584656,-2.4562861919403076
2,target,21,-0.14484065771102905,-2.904900074005127
2,target,22,-0.5595192313194275,-2.1771140098571777
2,target,23,-0.32587379217147827,-2.211422920227051
2,target,24,-0.3322688341140747,-2.342205762863159
2,target,25,-0.45325660705566406,-2.6951637268066406
2,target,26,-0.24722933769226074,-2.196711778640747
2,target,27,-0.022190868854522705,-2.649935007095337
2,target,28,0.12695586681365967,-2.876967668533325
2,target,29,-0.04405105113983154,-2.2190864086151123
2,target,30,-0.10439509153366089,-1.9520835876464844
2,target,31,0.5550307631492615,-3.107630491256714
2,target,32,0.2681457996368408,-2.732572078704834
2,target,33,0.8794848322868347,-2.8360390663146973
2,target,34,0.7717339396476746,-2.295853614807129
2,target,35,0.5513953566551208,-2.5884368419647217
2,target,36,0.4792327284812927,-3.1129555702209473
2,target,37,0.5384066700935364,-2.081125259399414
2,target,38,0.39775460958480835,-2.7295894622802734
2,target,39,0.17307275533676147,-2.722938060760498
2,target,40,-0.3716791570186615,-1.8982875347137451
2,target,41,-0.4051473140716553,-1.985084891319275
2,target,42,0.488167941570282,-2.8761119842529297
2,target,43,0.5259173512458801,-2.515040874481201
2,target,44,0.4884949326515198,-2.974308490753174
2,target,45,0.22804498672485352,-2.714053153991699
2,target,46,-0.5302832722663879,-1.0856022834777832
2,target,47,0.1380615234375,-1.096562147140503
2,target,48,-0.3109663128852844,-1.1710212230682373
2,target,49,-0.47498640418052673,-0.7710729241371155
2,target,50,-0.7372832298278809,-1.5175100564956665
2,target,51,0.16364037990570068,-2.0344741344451904
2,target,52,-0.09447348117828369,-1.8842003345489502
2,target,53,-0.14773553609848022,-2.250704288482666
2,target,54,-0.2529226541519165,-2.307912588119507
2,target,55,-0.4043866693973541,-1.6246613264083862
2,target,56,-0.27957502007484436,-1.199009656906128
2,target,57,-0.16961243748664856,-2.0404927730560303
2,target,58,-0.16622939705848694,-1.846725344657898
2,target,59,-0.4688974618911743,-1.569244146347046
2,target,60,-0.3189513385295868,-1.6306686401367188
2,target,61,-0.28490129113197327,-1.4710952043533325
2,target,62,-0.11629623174667358,-1.5698490142822266
2,target,63,-0.34418657422065735,-1.425439715385437
3,source,0,0.4539105296134949,-2.4117579460144043
3,source,1,0.4033887982368469,-2.3184139728546143
3,source,2,0.5244565606117249,-2.2112722396850586
3,source,3,0.5376353859901428,-2.2084596157073975
3,source,4,0.39036911725997925,-2.1055197715759277
3,source,5,0.5433654189109802,-2.0922915935516357
3,source,6,0.6766884922981262,-1.977186679840088
3,source,7,0.6209480166435242,-1.9505584239959717
3,source,8,0.48126572370529175,-2.1103456020355225
3,source,9,0.6881278157234192,-2.311633586883545
3,source,10,0.7553558945655823,-2.4049229621887207
3,source,11,0.6379663348197937,-2.287477970123291
3,source,12,0.38543039560317993,-2.2870476245880127
3,source,13,0.27494239807128906,-2.3028268814086914
3,source,14,0.6518929600715637,-2.586698055267334
3,source,15,0.5801474452018738,-2.527202844619751
3,source,16,0.5780094265937805,-2.4502642154693604
3,source,17,0.5252857804298401,-2.486759662628174
3,source,18,0.4260442852973938,-2.448485851287842
3,source,19,0.6252710223197937,-2.444873809814453
3,source,20,0.5803084969520569,-2.2537307739257812
3,source,21,0.5993922352790833,-2.3997535705566406
3,source,22,0.5414237380027771,-2.4984090328216553
3,source,23,0.41866427659988403,-2.4993696212768555
3,source,24,0.5448164343833923,-2.5223188400268555
3,source,25,0.403856098651886,-2.4374425411224365
3,source,26,0.51290363073349,-2.6408839225769043
3,source,27,0.5893513560295105,-2.740346670150757
3,source,28,0.39098912477493286,-2.6160902976989746
3,source,29,0.3203061819076538,-2.6831111907958984
3,source,30,0.37179630994796753,-2.547910451889038
3,source,31,0.295524001121521,-2.4140641689300537
3,source,32,0.17413967847824097,-2.2842259407043457
3,source,33,0.2552684545516968,-2.3066632747650146
3,source,34,0.2312607765197754,-2.273226499557495
3,source,35,0.2240646481513977,-2.3472325801849365
3,source,36,0.2108253836631775,-2.412151336669922
3,source,37,0.27501916885375977,-2.5623714923858643
3,source,38,0.3628372550010681,-2.568382740020752
3,source,39,0.624007523059845,-2.5870521068573
3,source,40,0.5143337845802307,-2.500168800354004
3,source,41,0.851714551448822,-2.680553913116455
3,source,42,0.8409366011619568,-2.6999735832214355
3,source,43,0.6131862998008728,-2.6595115661621094
3,source,44,0.8035725951194763,-2.5714213848114014
3,source,45,0.8741722702980042,-2.420825481414795
3,source,46,0.9529641270637512,-2.4502158164978027
3,source,47,0.7681829333305359,-2.3733561038970947
3,source,48,0.7738040089607239,-2.5264811515808105
3,source,49,0.5768776535987854,-2.491626024246216
3,source,50,0.42986899614334106,-2.466003179550171
3,source,51,0.42004674673080444,-2.3649473190307617
3,source,52,0.3490862250328064,-2.3322019577026367
3,source,53,0.39407044649124146,-2.228309154510498
3,source,54,0.2578003406524658,-2.4337105751037598
3,source,55,0.20456045866012573,-2.2982656955718994
3,source,56,0.17995619773864746,-2.40488862991333
3,source,57,0.3793380856513977,-2.743730068206787
3,source,58,0.36590784788131714,-2.6833672523498535
3,source,59,0.5238354802131653,-2.6658737659454346
3,source,60,0.49193626642227173,-2.7238588333129883
3,source,61,0.5902774930000305,-2.6684951782226562
3,source,62,0.7255797982215881,-2.841309070587158
3,source,63,0.6360849738121033,-2.7112271785736084
3,target,0,-0.4025263786315918,-1.422369122505188
3,target,1,-0.5011919140815735,-2.701530694961548
3,target,2,-0.11929583549499512,-3.1970572471618652
3,target,3,-0.21608257293701172,-2.1464099884033203
3,target,4,-0.12908971309661865,-2.420199155807495
3,target,5,-0.18104338645935059,-2.621702194213867
3,target,6,0.14668631553649902,-3.107670545578003
3,target,7,0.12813800573349,-2.6669812202453613
3,target,8,0.1122468113899231,-2.8014235496520996
3,target,9,-0.0352778434753418,-1.6540411710739136
3,target,10,0.09638971090316772,-1.6311657428741455
3,target,11,-0.08584821224212646,-2.5362753868103027
3,target,12,-0.13290250301361084,-2.1066155433654785
3,target,13,0.27859658002853394,-1.9322497844696045
3,target,14,-0.013099312782287598,-2.0817248821258545
3,target,15,0.040426671504974365,-2.3363118171691895
3,target,16,-0.11654007434844971,-2.4021363258361816
3,target,17,0.033137619495391846,-2.729145050048828
3,target,18,-0.06967872381210327,-3.0088884830474854
3,target,19,-0.3283395767211914,-2.500209093093872
3,target,20,-0.24955883622169495,-2.7230143547058105
3,target,21,-0.042684853076934814,-3.11832857131958
3,target,22,-0.44913244247436523,-2.3637125492095947
3,target,23,-0.1572342813014984,-2.441636323928833
3,target,24,-0.4254077672958374,-2.4692816734313965
3,target,25,-0.26131850481033325,-2.7325010299682617
3,target,26,-0.19510230422019958,-2.1102612018585205
3,target,27,0.03421890735626221,-2.6973750591278076
3,target,28,-0.15498954057693481,-2.7225422859191895
3,target,29,0.0054479241371154785,-2.4378583431243896
3,target,30,-0.28978678584098816,-2.006946086883545
3,target,31,0.1533220410346985,-3.2838478088378906
3,target,32,0.14881378412246704,-2.9782814979553223
3,target,33,0.235054612159729,-2.8390161991119385
3,target,34,0.2597731947898865,-2.1764111518859863
3,target,35,-0.4226706027984619,-2.1143553256988525
3,target,36,0.13614404201507568,-3.2357592582702637
3,target,37,0.08822208642959595,-1.8014110326766968
3,target,38,-0.08882880210876465,-2.5385282039642334
3,target,39,-0.0043007731437683105,-2.746720314025879
3,target,40,-0.37944820523262024,-2.1198432445526123
3,target,41,-0.3203347325325012,-2.016584873199463
3,target,42,0.16377770900726318,-2.7323896884918213
3,target,43,0.30673372745513916,-2.434821605682373
3,target,44,0.1308860182762146,-2.731628179550171
3,target,45,0.11077982187271118,-2.6814992427825928
3,target,46,-0.5127118825912476,-0.7788437008857727
3,target,47,-0.2530885636806488,-0.9786168336868286
3,target,48,-0.32729294896125793,-1.0904498100280762
3,target,49,-0.44803929328918457,-0.3407106399536133
3,target,50,-0.7479978203773499,-1.3366036415100098
3,target,51,-0.29725006222724915,-2.115118980407715
3,target,52,-0.4289882183074951,-1.695397138595581
3,target,53,-0.27912160754203796,-2.26975417137146
3,target,54,-0.2947622537612915,-2.2404959201812744
3,target,55,-0.2692963778972626,-1.4669214487075806
3,target,56,-0.22056207060813904,-1.3472096920013428
3,target,57,-0.1870085597038269,-1.9954179525375366
3,target,58,-0.21670809388160706,-1.7593252658843994
3,target,59,-0.29810863733291626,-1.3911889791488647
3,target,60,-0.3738879859447479,-1.5939611196517944
3,target,61,-0.373045951128006,-1.4464237689971924
3,target,62,-0.16972309350967407,-1.493391752243042
3,target,63,-0.3361559808254242,-1.3038029670715332
4,source,0,0.6715057492256165,-1.576340675354004
4,source,1,0.8154212832450867,-1.6446624994277954
4,source,2,0.8608123660087585,-1.5346966981887817
4,source,3,0.8580659031867981,-1.514597773551941
4,source,4,0.5441135764122009,-1.4309462308883667
4,source,5,0.7013179659843445,-1.4690375328063965
4,source,6,0.9487654566764832,-1.386594295501709
4,source,7,0.8148779273033142,-1.451856255531311
4,source,8,0.7400770783424377,-1.6048357486724854
4,source,9,0.9634738564491272,-1.632741928100586
4,source,10,1.1031951904296875,-1.7911357879638672
4,source,11,0.921750009059906,-1.609689712524414
4,source,12,0.5616447329521179,-1.7932463884353638
4,source,13,0.7174717783927917,-1.8045967817306519
4,source,14,1.1040050983428955,-2.075988531112671
4,source,15,1.2043769359588623,-1.982888102531433
4,source,16,0.9693500399589539,-1.814996361732483
4,source,17,0.878301203250885,-1.7998430728912354
4,source,18,0.7790359854698181,-1.780593991279602
4,source,19,0.8115053772926331,-1.8139488697052002
4,source,20,0.7676615118980408,-1.6299222707748413
4,source,21,0.8049229979515076,-1.7779518365859985
4,source,22,0.6807203888893127,-1.9419933557510376
4,source,23,0.636336624622345,-1.892639398574829
4,source,24,0.5199370980262756,-1.8837389945983887
4,source,25,0.35154545307159424,-1.8173856735229492
4,source,26,0.5080644488334656,-2.0015249252319336
4,source,27,0.7590871453285217,-2.1063575744628906
4,source,28,0.7540846467018127,-1.9730701446533203
4,source,29,0.754795491695404,-1.9978554248809814
4,source,30,0.6694591641426086,-1.6153655052185059
4,source,31,0.6552669405937195,-1.3987879753112793
4,source,32,0.6990775465965271,-1.4120571613311768
4,source,33,0.6272367835044861,-1.5329030752182007
4,source,34,0.6384977698326111,-1.4744477272033691
4,source,35,0.537585437297821,-1.4970180988311768
4,source,36,0.630757749080658,-1.6510299444198608
4,source,37,0.7098116278648376,-1.829073190689087
4,source,38,0.9949410557746887,-1.8821487426757812
4,source,39,1.0579462051391602,-1.8788578510284424
4,source,40,0.9665332436561584,-1.8131210803985596
4,source,41,1.4686477184295654,-2.142566680908203
4,source,42,1.5800666809082031,-2.1556038856506348
4,source,43,1.342463493347168,-2.0472681522369385
4,source,44,1.3708980083465576,-1.9264717102050781
4,source,45,1.4130496978759766,-1.775953769683838
4,source,46,1.1249768733978271,-1.8079020977020264
4,source,47,1.1738247871398926,-1.7768795490264893
4,source,48,1.1203720569610596,-1.9351178407669067
4,source,49,0.841012179851532,-1.8065054416656494
