epoch,domain,sample_index,pc1,pc2,pc3
0,source,0,0.39118802547454834,-0.6936765909194946,0.6221362352371216
0,source,1,0.6462864279747009,-0.28970572352409363,0.8825833201408386
0,source,2,0.33764761686325073,-0.5249152779579163,0.737102210521698
0,source,3,0.4162675738334656,-1.128727674484253,-0.056155696511268616
0,source,4,0.2395385503768921,-1.269392728805542,-0.28937026858329773
0,source,5,0.5348445773124695,-0.7598552703857422,0.08814717829227448
0,source,6,0.06311976909637451,-1.4032402038574219,-0.40365076065063477
0,source,7,0.16895323991775513,-1.565767765045166,-0.3374176621437073
0,source,8,-0.2329089343547821,-1.2465451955795288,-0.513380229473114
0,source,9,0.44254356622695923,-1.2314807176589966,0.004097193479537964
0,source,10,0.210080087184906,-1.3763796091079712,-0.2687363028526306
0,source,11,0.230546772480011,-1.190932035446167,0.003244847059249878
0,source,12,0.2964816093444824,-1.1270027160644531,0.24720057845115662
0,source,13,0.43444687128067017,-0.9624934792518616,-0.27029314637184143
0,source,14,0.2884172201156616,-0.5685345530509949,0.03948085010051727
0,source,15,0.0984591543674469,-0.8175950646400452,-0.060463517904281616
0,source,16,0.37365543842315674,-0.3917260468006134,-0.040614113211631775
0,source,17,0.438499391078949,-0.46587759256362915,-0.01809673011302948
0,source,18,0.31554704904556274,-0.6092278957366943,-0.24408945441246033
0,source,19,1.4420108795166016,0.3795090317726135,0.3301677703857422
0,source,20,1.503132700920105,1.1750493049621582,-1.165950059890747
0,source,21,1.4279017448425293,1.5553655624389648,-1.3487861156463623
0,source,22,1.0899566411972046,0.8111981749534607,-1.235910177230835
0,source,23,1.2309043407440186,0.8447347283363342,0.0019889920949935913
0,source,24,0.5741695761680603,0.2159828543663025,-0.8533313870429993
0,source,25,1.6253966093063354,1.236274242401123,-0.9294702410697937
0,source,26,1.1059201955795288,0.8530762791633606,-0.714742124080658
0,source,27,0.49562978744506836,0.21311140060424805,-0.14838209748268127
0,source,28,0.8161289691925049,0.4491092562675476,-0.20567777752876282
0,source,29,0.8049991130828857,0.9282997250556946,-1.1783630847930908
0,source,30,0.25798797607421875,0.7698395848274231,-0.9833329319953918
0,source,31,0.08083721995353699,0.6279506087303162,-0.8083342909812927
0,source,32,0.42541760206222534,0.2040920853614807,-0.41371482610702515
0,source,33,0.1842600703239441,0.08442270755767822,-0.4601314067840576
0,source,34,0.6365168690681458,0.6447659134864807,-0.16140702366828918
0,source,35,1.0639599561691284,0.04398375749588013,0.9136594533920288
0,source,36,1.1594436168670654,0.26797646284103394,0.9733842015266418
0,source,37,1.0289802551269531,0.0837598443031311,0.9334543347358704
0,source,38,1.1812872886657715,0.4580157399177551,0.9649481177330017
0,source,39,0.8949774503707886,0.3729422688484192,1.1998851299285889
0,source,40,1.0989340543746948,0.34182125329971313,0.8495122790336609
0,source,41,1.0494722127914429,0.33971041440963745,0.8619558811187744
0,source,42,1.045206069946289,0.2020188570022583,0.9355373382568359
0,source,43,1.1273982524871826,0.24351871013641357,0.8092405796051025
0,source,44,1.2182445526123047,0.3737718462944031,0.18932832777500153
0,source,45,1.2832720279693604,0.6706774830818176,0.3397035300731659
0,source,46,1.4039329290390015,0.6289754509925842,0.3647007942199707
0,source,47,1.3069413900375366,0.788978636264801,1.0912961959838867
0,source,48,1.1238274574279785,0.5745791792869568,0.9297768473625183
0,source,49,1.5945994853973389,0.8189608454704285,-0.2269374132156372
0,source,50,0.8337844610214233,0.38958901166915894,0.23291686177253723
0,source,51,-2.0035486221313477,1.0577216148376465,2.7149617671966553
0,source,52,0.2541695237159729,-0.28845685720443726,-0.0802481472492218
0,source,53,0.5391310453414917,-0.4224470257759094,-0.19557124376296997
0,source,54,0.453235387802124,-0.3454001247882843,-0.14818057417869568
0,source,55,0.4900967478752136,-0.3106367886066437,-0.13049140572547913
0,source,56,0.6483715772628784,-0.40288612246513367,-0.08493536710739136
0,source,57,0.25944745540618896,-0.633385419845581,-0.27406927943229675
0,source,58,0.48242276906967163,-0.70921790599823,-0.36078542470932007
0,source,59,0.4130758047103882,-0.6276256442070007,-0.23505881428718567
0,source,60,0.18386414647102356,-0.5035684704780579,-0.16427773237228394
0,source,61,0.2816542387008667,-0.48323002457618713,-0.05256146192550659
0,source,62,0.46033358573913574,-0.6771112680435181,-0.10135072469711304
0,source,63,0.34484779834747314,-0.4952875077724457,-0.26592615246772766
0,target,0,-0.9924750328063965,0.4267650246620178,0.07546114176511765
0,target,1,-0.9369205236434937,0.4256802201271057,0.13582897186279297
0,target,2,-0.9178436994552612,0.24951696395874023,-0.21227997541427612
0,target,3,-0.7975626587867737,0.14092880487442017,0.11053934693336487
0,target,4,-0.36485981941223145,0.2697497010231018,0.030460745096206665
0,target,5,-0.75186687707901,0.17707443237304688,-0.022726550698280334
0,target,6,-0.9781184792518616,0.22347551584243774,-0.1365913450717926
0,target,7,-0.9773921966552734,0.2019607424736023,-0.0748034119606018
0,target,8,-0.7976242303848267,0.2254871129989624,-0.006766408681869507
0,target,9,-0.8201669454574585,0.2192099690437317,-0.1080532968044281
0,target,10,-0.6479634046554565,0.1804366111755371,-0.02487143874168396
0,target,11,-1.0789406299591064,0.41418951749801636,0.025072455406188965
0,target,12,-1.0220645666122437,0.16438454389572144,-0.2529686689376831
0,target,13,-0.9787294864654541,0.18234002590179443,-0.1519092619419098
0,target,14,-0.9859389662742615,0.34524792432785034,0.06612738221883774
0,target,15,-0.8139533400535583,0.3752996325492859,0.14497749507427216
0,target,16,-0.9194902181625366,0.09179079532623291,-0.0025437623262405396
0,target,17,-0.9157881140708923,0.15886962413787842,-0.000455513596534729
0,target,18,-1.0795211791992188,0.3820158839225769,0.021015286445617676
0,target,19,-0.881251871585846,0.28092652559280396,0.10444974899291992
0,target,20,-0.8627321720123291,0.11314475536346436,-0.046975359320640564
0,target,21,-0.4822782278060913,0.10341686010360718,0.0571807324886322
0,target,22,-1.053910255432129,0.362199604511261,0.049872174859046936
0,target,23,-0.9557064175605774,0.3191564679145813,0.07496204227209091
0,target,24,-0.8800457119941711,0.28763729333877563,0.028105467557907104
0,target,25,-0.7172327041625977,0.27251309156417847,-0.07156893610954285
0,target,26,-0.6896076202392578,0.2737422585487366,0.06878316402435303
0,target,27,-0.9814168214797974,0.23761707544326782,-0.1532077193260193
0,target,28,-0.5703839063644409,0.3955788016319275,-0.2292216420173645
0,target,29,-0.7603550553321838,0.17266499996185303,-0.027546390891075134
0,target,30,-0.8852405548095703,0.2928045392036438,-0.08616974949836731
0,target,31,-0.788670539855957,0.20152181386947632,-0.1370607316493988
0,target,32,-0.5121049880981445,0.0877867341041565,-0.10517588257789612
0,target,33,-0.6013153791427612,0.16649192571640015,-0.034374505281448364
0,target,34,-0.8046965003013611,0.4253872036933899,-0.026740938425064087
0,target,35,-0.7087221145629883,0.33410578966140747,-0.19695448875427246
0,target,36,-0.8255539536476135,0.30052632093429565,-0.1813458800315857
0,target,37,-0.6601884961128235,0.2748759388923645,0.2945358157157898
0,target,38,-0.7376593351364136,0.22960728406906128,-0.048021987080574036
0,target,39,-0.808060348033905,0.39770621061325073,-0.027421802282333374
0,target,40,-0.8639639019966125,0.08055877685546875,-0.3270227313041687
0,target,41,-1.0067145824432373,0.13757598400115967,-0.26659777760505676
0,target,42,-0.9471607208251953,0.11399739980697632,-0.3830088973045349
0,target,43,-1.0013236999511719,0.10567933320999146,-0.262981116771698
0,target,44,-0.7196327447891235,0.017038941383361816,0.1159273311495781
0,target,45,-0.9727436900138855,0.1060711145401001,0.01753385365009308
0,target,46,-0.9284120798110962,0.2721112370491028,0.02648453414440155
0,target,47,-0.9761683940887451,0.2966380715370178,-0.17647644877433777
0,target,48,-0.9056768417358398,0.0880008339881897,0.02740350365638733
0,target,49,-0.6255835294723511,0.11967343091964722,-0.05589142441749573
0,target,50,0.011614859104156494,-0.580106258392334,0.058816805481910706
0,target,51,0.05065798759460449,-0.5698618292808533,-0.0031910985708236694
0,target,52,0.16911691427230835,-0.5633643269538879,-0.043555036187171936
0,target,53,-0.055369868874549866,-0.48833292722702026,0.20850153267383575
0,target,54,0.35956162214279175,-0.4199368953704834,0.12974855303764343
0,target,55,0.23460793495178223,-0.3702749013900757,-0.048987194895744324
0,target,56,0.20280098915100098,-0.42294448614120483,-0.008313477039337158
0,target,57,0.1428852677345276,-0.5086482763290405,-0.10941797494888306
0,target,58,0.19054532051086426,-0.5800958275794983,0.0123252272605896
0,target,59,0.19365862011909485,-0.5055642127990723,0.1015843078494072
0,target,60,0.09454375505447388,-0.39127013087272644,0.08830826729536057
0,target,61,-0.20115122199058533,-0.50365149974823,0.21295928955078125
0,target,62,-0.07025782763957977,-0.4124869406223297,-0.06564655900001526
0,target,63,-0.0476260632276535,-0.5320966243743896,-0.00033588707447052
1,source,0,0.6229017972946167,-0.7958070635795593,0.24552534520626068
1,source,1,1.0045102834701538,-0.6841199994087219,0.46122488379478455
1,source,2,0.8522154092788696,-1.042675256729126,0.24996353685855865
1,source,3,0.7864911556243896,-1.205253005027771,0.04883641004562378
1,source,4,0.6884564161300659,-1.2347264289855957,-0.1558709740638733
1,source,5,0.8473401069641113,-0.8995736241340637,-0.03794996440410614
1,source,6,0.6888903975486755,-1.498511791229248,-0.23004963994026184
1,source,7,0.6116011738777161,-1.3596985340118408,-0.14706578850746155
1,source,8,0.4466456174850464,-1.343946099281311,-0.3486326336860657
1,source,9,0.7138955593109131,-1.189347267150879,-0.03854718804359436
1,source,10,0.677919864654541,-1.3528378009796143,-0.2225242555141449
1,source,11,0.7275714874267578,-1.1918386220932007,0.12241864949464798
1,source,12,0.6209824085235596,-1.1983281373977661,0.14343717694282532
1,source,13,0.7824733257293701,-1.0463316440582275,-0.1541067659854889
1,source,14,0.5025268197059631,-0.7036805152893066,-0.0752127468585968
1,source,15,0.5489621162414551,-1.0339075326919556,-0.05299961566925049
1,source,16,0.882898211479187,-0.8888766765594482,-0.20537272095680237
1,source,17,1.0071465969085693,-0.9127841591835022,-0.13008683919906616
1,source,18,0.7772642374038696,-0.9398166537284851,-0.3175269365310669
1,source,19,1.423011064529419,-0.33289477229118347,0.08933906257152557
1,source,20,1.3991285562515259,0.12191134691238403,-0.77556312084198
1,source,21,1.6211507320404053,0.4376586079597473,-0.8244809508323669
1,source,22,1.2878135442733765,0.026893019676208496,-0.7226079702377319
1,source,23,1.3175690174102783,0.07395732402801514,-0.22012215852737427
1,source,24,1.0070322751998901,-0.4371022880077362,-0.4259399175643921
1,source,25,1.2993555068969727,-0.07056266069412231,-0.48287349939346313
1,source,26,1.4416797161102295,0.10686230659484863,-0.639341413974762
1,source,27,0.938193678855896,-0.19083315134048462,-0.05986115336418152
1,source,28,1.2276064157485962,-0.18430036306381226,-0.30749380588531494
1,source,29,1.1006237268447876,0.09721589088439941,-0.7068911194801331
1,source,30,0.8060412406921387,-0.10283899307250977,-0.5951906442642212
1,source,31,0.7556766271591187,-0.23604893684387207,-0.240779846906662
1,source,32,1.0186628103256226,-0.27131620049476624,-0.3890175223350525
1,source,33,0.868748664855957,-0.418622225522995,-0.3411228060722351
1,source,34,1.06321120262146,-0.08314132690429688,-0.3639724850654602
1,source,35,1.1555166244506836,-0.6307519674301147,0.3793478310108185
1,source,36,1.3392926454544067,-0.5024886131286621,0.4099999964237213
1,source,37,1.1766976118087769,-0.5468522906303406,0.4780980050563812
1,source,38,1.3389999866485596,-0.32331356406211853,0.49013978242874146
1,source,39,1.1782078742980957,-0.30687466263771057,0.5810164213180542
1,source,40,1.21942937374115,-0.28282302618026733,0.37298834323883057
1,source,41,1.396583914756775,-0.26468682289123535,0.42018890380859375
1,source,42,1.2648937702178955,-0.35042160749435425,0.4835280478000641
1,source,43,1.3175920248031616,-0.41083666682243347,0.4018169939517975
1,source,44,1.5651941299438477,-0.2320849895477295,0.05248011648654938
1,source,45,1.5987355709075928,-0.11627936363220215,0.0933111384510994
1,source,46,1.7028911113739014,-0.06021946668624878,0.29882776737213135
1,source,47,1.3768224716186523,-0.040876150131225586,0.4369318187236786
1,source,48,1.3072377443313599,-0.24939075112342834,0.39441072940826416
1,source,49,1.6701879501342773,-0.09768277406692505,-0.19530537724494934
1,source,50,1.3170311450958252,-0.2505245804786682,0.16164180636405945
1,source,51,-0.5705418586730957,-0.0012565255165100098,1.269413709640503
1,source,52,0.6009430885314941,-0.7260507345199585,-0.22450321912765503
1,source,53,0.8187333345413208,-0.8486831784248352,-0.29985371232032776
1,source,54,0.762964129447937,-0.8135302066802979,-0.2493366003036499
1,source,55,0.694098949432373,-0.8773097991943359,-0.15053340792655945
1,source,56,0.9141074419021606,-0.9115380048751831,-0.264537513256073
1,source,57,0.7784910202026367,-1.055395483970642,-0.29887622594833374
1,source,58,0.8551255464553833,-1.0572257041931152,-0.3124158978462219
1,source,59,0.8338634967803955,-1.1374595165252686,-0.20989489555358887
1,source,60,0.7188599109649658,-1.0793958902359009,-0.16221657395362854
1,source,61,0.7027753591537476,-1.096247673034668,-0.13974988460540771
1,source,62,0.8274972438812256,-1.0677483081817627,-0.1871718168258667
1,source,63,0.82789146900177,-1.0484349727630615,-0.2919047474861145
1,target,0,0.32401853799819946,-0.4984837770462036,0.19862814247608185
1,target,1,0.529211163520813,-0.3273882269859314,0.18007391691207886
